Time (days) Corrected Flux
5.564170e+04	4.256137e-05
5.564172e+04	5.977485e-06
5.564174e+04	1.256533e-05
5.564176e+04	1.556918e-05
5.564178e+04	1.505095e-05
5.564180e+04	2.841931e-05
5.564182e+04	1.939692e-05
5.564184e+04	9.041506e-06
5.564186e+04	1.403929e-05
5.564188e+04	-7.591889e-06
5.564190e+04	2.646534e-05
5.564192e+04	-1.712554e-05
5.564194e+04	1.807624e-05
5.564197e+04	9.403867e-06
5.564199e+04	1.581793e-05
5.564201e+04	7.368721e-06
5.564203e+04	2.545445e-05
5.564205e+04	-9.393142e-06
5.564207e+04	5.381206e-06
5.564209e+04	-4.248720e-06
5.564211e+04	6.995773e-06
5.564213e+04	-1.357214e-05
5.564215e+04	-1.029646e-05
5.564217e+04	1.971122e-06
5.564219e+04	8.948086e-06
5.564221e+04	-4.922657e-06
5.564223e+04	9.801560e-06
5.564225e+04	1.008206e-05
5.564227e+04	-1.447754e-05
5.564229e+04	2.915641e-05
5.564231e+04	5.935200e-06
5.564233e+04	-2.357157e-06
5.564235e+04	6.196017e-07
5.564237e+04	-1.476160e-07
5.564239e+04	-1.768337e-06
5.564241e+04	1.583021e-06
5.564244e+04	-1.872164e-05
5.564246e+04	1.222745e-05
5.564248e+04	-2.307180e-05
5.564250e+04	-2.556688e-06
5.564252e+04	-2.076534e-06
5.564254e+04	-1.490057e-05
5.564256e+04	-2.218297e-05
5.564258e+04	-1.515011e-06
5.564260e+04	7.433826e-06
5.564262e+04	-1.966188e-06
5.564264e+04	-7.550048e-07
5.564266e+04	-9.895739e-06
5.564268e+04	-2.186298e-05
5.564270e+04	-7.311873e-06
5.564272e+04	-2.552097e-05
5.564274e+04	-5.464829e-07
5.564276e+04	-3.860444e-06
5.564278e+04	1.535629e-05
5.564280e+04	5.771277e-06
5.564282e+04	-1.101628e-05
5.564284e+04	8.333223e-06
5.564286e+04	-7.520729e-07
5.564288e+04	-3.292920e-05
5.564291e+04	-4.850032e-06
5.564293e+04	-4.612914e-06
5.564295e+04	-5.033492e-06
5.564297e+04	-9.269172e-06
5.564299e+04	-3.250112e-06
5.564301e+04	-1.222550e-05
5.564303e+04	-3.804010e-05
5.564305e+04	-1.879097e-05
5.564307e+04	-2.810171e-05
5.564309e+04	-8.440623e-06
5.564311e+04	-4.056130e-06
5.564313e+04	1.084862e-06
5.564315e+04	-7.346314e-06
5.564317e+04	-2.756244e-06
5.564319e+04	6.247153e-07
5.564321e+04	2.067670e-05
5.564323e+04	-1.148583e-05
5.564325e+04	4.401186e-06
5.564327e+04	-2.365569e-05
5.564329e+04	1.439575e-05
5.564331e+04	-1.247200e-05
5.564333e+04	-1.801807e-05
5.564335e+04	7.965089e-06
5.564338e+04	3.129959e-06
5.564340e+04	-2.149302e-06
5.564342e+04	-2.702780e-05
5.564344e+04	8.751896e-07
5.564346e+04	-1.498639e-05
5.564348e+04	-1.779118e-05
5.564350e+04	-1.494866e-05
5.564352e+04	-3.054877e-05
5.564354e+04	-8.968791e-06
5.564356e+04	-3.456836e-06
5.564358e+04	-1.527859e-05
5.564360e+04	-8.058684e-06
5.564362e+04	-1.741920e-05
5.564364e+04	-2.677972e-05
5.564366e+04	-1.376192e-05
5.564368e+04	-2.541211e-05
5.564370e+04	-1.709798e-05
5.564372e+04	-1.822744e-05
5.564374e+04	-1.900986e-05
5.564376e+04	-6.170006e-07
5.564378e+04	-2.425528e-05
5.564380e+04	-1.153721e-05
5.564382e+04	-1.268295e-05
5.564385e+04	-4.756801e-06
5.564387e+04	-1.203890e-05
5.564389e+04	-2.146325e-06
5.564391e+04	-1.254161e-06
5.564393e+04	-5.502695e-06
