Time (days) Corrected Flux
5.564170e+04	-1.489136e-04
5.564172e+04	-1.445668e-04
5.564174e+04	-1.546225e-04
5.564176e+04	-1.394568e-04
5.564178e+04	-1.464611e-04
5.564180e+04	-1.476925e-04
5.564182e+04	-1.414340e-04
5.564184e+04	-1.508511e-04
5.564186e+04	-1.647324e-04
5.564188e+04	-1.512751e-04
5.564190e+04	-1.675287e-04
5.564192e+04	-1.603160e-04
5.564194e+04	-1.588548e-04
5.564197e+04	-1.710043e-04
5.564199e+04	-1.730000e-04
5.564201e+04	-1.605100e-04
5.564203e+04	-1.648639e-04
5.564205e+04	-1.684028e-04
5.564207e+04	-1.694459e-04
5.564209e+04	-1.631078e-04
5.564211e+04	-1.641525e-04
5.564213e+04	-1.645115e-04
5.564215e+04	-1.530846e-04
5.564217e+04	-1.516847e-04
5.564219e+04	-1.493041e-04
5.564221e+04	-1.422141e-04
5.564223e+04	-1.420269e-04
5.564225e+04	-1.449198e-04
5.564227e+04	-1.363039e-04
5.564229e+04	-1.347639e-04
5.564231e+04	-1.473076e-04
5.564233e+04	-1.303239e-04
5.564235e+04	-1.405844e-04
5.564237e+04	-1.302351e-04
5.564239e+04	-1.344382e-04
5.564241e+04	-1.351813e-04
5.564244e+04	-1.302208e-04
5.564246e+04	-1.271263e-04
5.564248e+04	-1.396778e-04
5.564250e+04	-1.461946e-04
5.564252e+04	-1.292194e-04
5.564254e+04	-1.563950e-04
5.564256e+04	-1.457479e-04
5.564258e+04	-1.338101e-04
5.564260e+04	-1.458833e-04
5.564262e+04	-1.347737e-04
5.564264e+04	-1.290938e-04
5.564266e+04	-1.250071e-04
5.564268e+04	-1.235194e-04
5.564270e+04	-1.145586e-04
5.564272e+04	-1.354533e-04
5.564274e+04	-1.098934e-04
5.564276e+04	-1.113782e-04
5.564278e+04	-1.151970e-04
5.564280e+04	-1.145619e-04
5.564282e+04	-1.253278e-04
5.564284e+04	-1.227531e-04
5.564286e+04	-1.208297e-04
5.564288e+04	-1.269704e-04
5.564291e+04	5.312830e-05
5.564293e+04	7.956713e-04
5.564295e+04	1.745918e-03
5.564297e+04	2.642285e-03
5.564299e+04	3.333215e-03
5.564301e+04	3.628077e-03
5.564303e+04	3.522978e-03
5.564305e+04	3.014874e-03
5.564307e+04	2.231195e-03
5.564309e+04	1.275833e-03
5.564311e+04	3.862078e-04
5.564313e+04	-9.647060e-05
5.564315e+04	-1.208138e-04
5.564317e+04	-1.371387e-04
5.564319e+04	-1.310280e-04
5.564321e+04	-1.329454e-04
5.564323e+04	-1.431852e-04
5.564325e+04	-1.485831e-04
5.564327e+04	-1.438346e-04
5.564329e+04	-1.505499e-04
5.564331e+04	-1.494980e-04
5.564333e+04	-1.650186e-04
5.564335e+04	-1.802752e-04
5.564338e+04	-1.607449e-04
5.564340e+04	-1.747032e-04
5.564342e+04	-1.845461e-04
5.564344e+04	-1.732442e-04
5.564346e+04	-1.877380e-04
5.564348e+04	-1.795209e-04
5.564350e+04	-1.671744e-04
5.564352e+04	-1.794909e-04
5.564354e+04	-1.820154e-04
5.564356e+04	-1.876698e-04
